sequence,frame,image_path,gt_id_path,pred_path,status
00000,frame000038-1581624656_549,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000038-1581624656_549.jpg,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node_label_id/frame000038-1581624656_549.png,00000/frame000038-1581624656_549/pred_traversable.png,ok
00000,frame000039-1581624656_649,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000039-1581624656_649.jpg,,00000/frame000039-1581624656_649/pred_traversable.png,no_boxes
00000,frame000040-1581624656_750,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000040-1581624656_750.jpg,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node_label_id/frame000040-1581624656_750.png,00000/frame000040-1581624656_750/pred_traversable.png,no_boxes
00000,frame000041-1581624656_849,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000041-1581624656_849.jpg,,00000/frame000041-1581624656_849/pred_traversable.png,ok
00000,frame000042-1581624656_950,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000042-1581624656_950.jpg,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node_label_id/frame000042-1581624656_950.png,00000/frame000042-1581624656_950/pred_traversable.png,ok
00000,frame000043-1581624657_050,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000043-1581624657_050.jpg,,00000/frame000043-1581624657_050/pred_traversable.png,ok
00000,frame000044-1581624657_149,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000044-1581624657_149.jpg,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node_label_id/frame000044-1581624657_149.png,00000/frame000044-1581624657_149/pred_traversable.png,ok
00000,frame000045-1581624657_249,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000045-1581624657_249.jpg,,00000/frame000045-1581624657_249/pred_traversable.png,ok
00000,frame000046-1581624657_349,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000046-1581624657_349.jpg,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node_label_id/frame000046-1581624657_349.png,00000/frame000046-1581624657_349/pred_traversable.png,ok
00000,frame000047-1581624657_450,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000047-1581624657_450.jpg,,00000/frame000047-1581624657_450/pred_traversable.png,ok
00000,frame000048-1581624657_549,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000048-1581624657_549.jpg,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node_label_id/frame000048-1581624657_549.png,00000/frame000048-1581624657_549/pred_traversable.png,ok
00000,frame000049-1581624657_649,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000049-1581624657_649.jpg,,00000/frame000049-1581624657_649/pred_traversable.png,ok
00000,frame000050-1581624657_750,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000050-1581624657_750.jpg,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node_label_id/frame000050-1581624657_750.png,00000/frame000050-1581624657_750/pred_traversable.png,ok
00000,frame000051-1581624657_849,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000051-1581624657_849.jpg,,00000/frame000051-1581624657_849/pred_traversable.png,ok
00000,frame000052-1581624657_950,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000052-1581624657_950.jpg,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node_label_id/frame000052-1581624657_950.png,00000/frame000052-1581624657_950/pred_traversable.png,ok
00000,frame000053-1581624658_049,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000053-1581624658_049.jpg,,00000/frame000053-1581624658_049/pred_traversable.png,ok
00000,frame000054-1581624658_150,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000054-1581624658_150.jpg,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node_label_id/frame000054-1581624658_150.png,00000/frame000054-1581624658_150/pred_traversable.png,ok
00000,frame000055-1581624658_249,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000055-1581624658_249.jpg,,00000/frame000055-1581624658_249/pred_traversable.png,ok
00000,frame000056-1581624658_349,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000056-1581624658_349.jpg,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node_label_id/frame000056-1581624658_349.png,00000/frame000056-1581624658_349/pred_traversable.png,ok
00000,frame000057-1581624658_450,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000057-1581624658_450.jpg,,00000/frame000057-1581624658_450/pred_traversable.png,ok
00000,frame000058-1581624658_549,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000058-1581624658_549.jpg,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node_label_id/frame000058-1581624658_549.png,00000/frame000058-1581624658_549/pred_traversable.png,ok
00000,frame000059-1581624658_649,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000059-1581624658_649.jpg,,00000/frame000059-1581624658_649/pred_traversable.png,ok
00000,frame000060-1581624658_749,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000060-1581624658_749.jpg,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node_label_id/frame000060-1581624658_749.png,00000/frame000060-1581624658_749/pred_traversable.png,ok
00000,frame000061-1581624658_850,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000061-1581624658_850.jpg,,00000/frame000061-1581624658_850/pred_traversable.png,ok
00000,frame000062-1581624658_949,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000062-1581624658_949.jpg,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node_label_id/frame000062-1581624658_949.png,00000/frame000062-1581624658_949/pred_traversable.png,ok
00000,frame000063-1581624659_049,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000063-1581624659_049.jpg,,00000/frame000063-1581624659_049/pred_traversable.png,ok
00000,frame000064-1581624659_149,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000064-1581624659_149.jpg,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node_label_id/frame000064-1581624659_149.png,00000/frame000064-1581624659_149/pred_traversable.png,ok
00000,frame000065-1581624659_249,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000065-1581624659_249.jpg,,00000/frame000065-1581624659_249/pred_traversable.png,no_boxes
00000,frame000066-1581624659_349,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000066-1581624659_349.jpg,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node_label_id/frame000066-1581624659_349.png,00000/frame000066-1581624659_349/pred_traversable.png,no_boxes
00000,frame000067-1581624659_449,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000067-1581624659_449.jpg,,00000/frame000067-1581624659_449/pred_traversable.png,no_boxes
00000,frame000068-1581624659_550,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000068-1581624659_550.jpg,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node_label_id/frame000068-1581624659_550.png,00000/frame000068-1581624659_550/pred_traversable.png,ok
00000,frame000069-1581624659_649,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000069-1581624659_649.jpg,,00000/frame000069-1581624659_649/pred_traversable.png,no_boxes
00000,frame000070-1581624659_750,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000070-1581624659_750.jpg,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node_label_id/frame000070-1581624659_750.png,00000/frame000070-1581624659_750/pred_traversable.png,no_boxes
00000,frame000071-1581624659_850,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000071-1581624659_850.jpg,,00000/frame000071-1581624659_850/pred_traversable.png,no_boxes
00000,frame000072-1581624659_950,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000072-1581624659_950.jpg,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node_label_id/frame000072-1581624659_950.png,00000/frame000072-1581624659_950/pred_traversable.png,no_boxes
00000,frame000073-1581624660_050,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000073-1581624660_050.jpg,,00000/frame000073-1581624660_050/pred_traversable.png,no_boxes
00000,frame000074-1581624660_150,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000074-1581624660_150.jpg,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node_label_id/frame000074-1581624660_150.png,00000/frame000074-1581624660_150/pred_traversable.png,ok
00000,frame000075-1581624660_249,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000075-1581624660_249.jpg,,00000/frame000075-1581624660_249/pred_traversable.png,no_boxes
00000,frame000076-1581624660_350,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000076-1581624660_350.jpg,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node_label_id/frame000076-1581624660_350.png,00000/frame000076-1581624660_350/pred_traversable.png,no_boxes
00000,frame000077-1581624660_449,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000077-1581624660_449.jpg,,00000/frame000077-1581624660_449/pred_traversable.png,no_boxes
00000,frame000078-1581624660_550,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000078-1581624660_550.jpg,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node_label_id/frame000078-1581624660_550.png,00000/frame000078-1581624660_550/pred_traversable.png,no_boxes
00000,frame000079-1581624660_649,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000079-1581624660_649.jpg,,00000/frame000079-1581624660_649/pred_traversable.png,no_boxes
00000,frame000080-1581624660_749,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000080-1581624660_749.jpg,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node_label_id/frame000080-1581624660_749.png,00000/frame000080-1581624660_749/pred_traversable.png,no_boxes
00000,frame000081-1581624660_850,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000081-1581624660_850.jpg,,00000/frame000081-1581624660_850/pred_traversable.png,no_boxes
00000,frame000082-1581624660_950,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000082-1581624660_950.jpg,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node_label_id/frame000082-1581624660_950.png,00000/frame000082-1581624660_950/pred_traversable.png,no_boxes
00000,frame000083-1581624661_050,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000083-1581624661_050.jpg,,00000/frame000083-1581624661_050/pred_traversable.png,no_boxes
00000,frame000084-1581624661_150,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000084-1581624661_150.jpg,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node_label_id/frame000084-1581624661_150.png,00000/frame000084-1581624661_150/pred_traversable.png,no_boxes
00000,frame000085-1581624661_250,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000085-1581624661_250.jpg,,00000/frame000085-1581624661_250/pred_traversable.png,no_boxes
00000,frame000086-1581624661_349,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000086-1581624661_349.jpg,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node_label_id/frame000086-1581624661_349.png,00000/frame000086-1581624661_349/pred_traversable.png,no_boxes
00000,frame000087-1581624661_449,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000087-1581624661_449.jpg,,00000/frame000087-1581624661_449/pred_traversable.png,no_boxes
00000,frame000088-1581624661_550,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000088-1581624661_550.jpg,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node_label_id/frame000088-1581624661_550.png,00000/frame000088-1581624661_550/pred_traversable.png,no_boxes
00000,frame000089-1581624661_650,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000089-1581624661_650.jpg,,00000/frame000089-1581624661_650/pred_traversable.png,no_boxes
00000,frame000090-1581624661_749,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000090-1581624661_749.jpg,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node_label_id/frame000090-1581624661_749.png,00000/frame000090-1581624661_749/pred_traversable.png,no_boxes
00000,frame000091-1581624661_849,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000091-1581624661_849.jpg,,00000/frame000091-1581624661_849/pred_traversable.png,no_boxes
00000,frame000092-1581624661_950,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000092-1581624661_950.jpg,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node_label_id/frame000092-1581624661_950.png,00000/frame000092-1581624661_950/pred_traversable.png,no_boxes
00000,frame000093-1581624662_049,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000093-1581624662_049.jpg,,00000/frame000093-1581624662_049/pred_traversable.png,no_boxes
00000,frame000094-1581624662_150,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000094-1581624662_150.jpg,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node_label_id/frame000094-1581624662_150.png,00000/frame000094-1581624662_150/pred_traversable.png,no_boxes
00000,frame000095-1581624662_250,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000095-1581624662_250.jpg,,00000/frame000095-1581624662_250/pred_traversable.png,no_boxes
00000,frame000096-1581624662_349,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000096-1581624662_349.jpg,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node_label_id/frame000096-1581624662_349.png,00000/frame000096-1581624662_349/pred_traversable.png,no_boxes
00000,frame000097-1581624662_449,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000097-1581624662_449.jpg,,00000/frame000097-1581624662_449/pred_traversable.png,no_boxes
00000,frame000098-1581624662_549,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000098-1581624662_549.jpg,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node_label_id/frame000098-1581624662_549.png,00000/frame000098-1581624662_549/pred_traversable.png,no_boxes
00000,frame000099-1581624662_649,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000099-1581624662_649.jpg,,00000/frame000099-1581624662_649/pred_traversable.png,no_boxes
00000,frame000100-1581624662_749,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000100-1581624662_749.jpg,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node_label_id/frame000100-1581624662_749.png,00000/frame000100-1581624662_749/pred_traversable.png,no_boxes
00000,frame000101-1581624662_849,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000101-1581624662_849.jpg,,00000/frame000101-1581624662_849/pred_traversable.png,no_boxes
00000,frame000102-1581624662_950,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000102-1581624662_950.jpg,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node_label_id/frame000102-1581624662_950.png,00000/frame000102-1581624662_950/pred_traversable.png,no_boxes
00000,frame000103-1581624663_049,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000103-1581624663_049.jpg,,00000/frame000103-1581624663_049/pred_traversable.png,no_boxes
00000,frame000104-1581624663_149,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node/frame000104-1581624663_149.jpg,/home/brownassassin/research-project/RELLIS-3D/Rellis-3D/00000/pylon_camera_node_label_id/frame000104-1581624663_149.png,00000/frame000104-1581624663_149/pred_traversable.png,no_boxes
